Data;Linha;Veículo;Início da Viagem;Término da Viagem;Núcleo;hora_viagem;_key;Faixa_Horaria;hora_inicio;hora_fim
28/05/2025;108;A41057;2025-05-28 10:07:33;2025-05-28 11:20:51;Gentileza;10:07:33;1;00-03;00:00:00;02:59:59
28/05/2025;108;A41057;2025-05-28 10:07:33;2025-05-28 11:20:51;Gentileza;10:07:33;1;03-06;03:00:00;05:59:59
28/05/2025;108;A41057;2025-05-28 10:07:33;2025-05-28 11:20:51;Gentileza;10:07:33;1;06-09;06:00:00;08:59:59
28/05/2025;108;A41057;2025-05-28 10:07:33;2025-05-28 11:20:51;Gentileza;10:07:33;1;09-12;09:00:00;11:59:59
28/05/2025;108;A41057;2025-05-28 10:07:33;2025-05-28 11:20:51;Gentileza;10:07:33;1;12-15;12:00:00;14:59:59
28/05/2025;108;A41057;2025-05-28 10:07:33;2025-05-28 11:20:51;Gentileza;10:07:33;1;15-18;15:00:00;17:59:59
28/05/2025;108;A41057;2025-05-28 10:07:33;2025-05-28 11:20:51;Gentileza;10:07:33;1;18-21;18:00:00;20:59:59
28/05/2025;108;A41057;2025-05-28 10:07:33;2025-05-28 11:20:51;Gentileza;10:07:33;1;21-00;21:00:00;23:59:59
28/05/2025;108;A41057;2025-05-28 11:23:05;2025-05-28 12:38:54;Gentileza;11:23:05;1;00-03;00:00:00;02:59:59
28/05/2025;108;A41057;2025-05-28 11:23:05;2025-05-28 12:38:54;Gentileza;11:23:05;1;03-06;03:00:00;05:59:59
28/05/2025;108;A41057;2025-05-28 11:23:05;2025-05-28 12:38:54;Gentileza;11:23:05;1;06-09;06:00:00;08:59:59
28/05/2025;108;A41057;2025-05-28 11:23:05;2025-05-28 12:38:54;Gentileza;11:23:05;1;09-12;09:00:00;11:59:59
28/05/2025;108;A41057;2025-05-28 11:23:05;2025-05-28 12:38:54;Gentileza;11:23:05;1;12-15;12:00:00;14:59:59
28/05/2025;108;A41057;2025-05-28 11:23:05;2025-05-28 12:38:54;Gentileza;11:23:05;1;15-18;15:00:00;17:59:59
28/05/2025;108;A41057;2025-05-28 11:23:05;2025-05-28 12:38:54;Gentileza;11:23:05;1;18-21;18:00:00;20:59:59
28/05/2025;108;A41057;2025-05-28 11:23:05;2025-05-28 12:38:54;Gentileza;11:23:05;1;21-00;21:00:00;23:59:59
28/05/2025;108;A41126;2025-05-28 06:56:03;2025-05-28 08:00:35;Gentileza;06:56:03;1;00-03;00:00:00;02:59:59
28/05/2025;108;A41126;2025-05-28 06:56:03;2025-05-28 08:00:35;Gentileza;06:56:03;1;03-06;03:00:00;05:59:59
28/05/2025;108;A41126;2025-05-28 06:56:03;2025-05-28 08:00:35;Gentileza;06:56:03;1;06-09;06:00:00;08:59:59
28/05/2025;108;A41126;2025-05-28 06:56:03;2025-05-28 08:00:35;Gentileza;06:56:03;1;09-12;09:00:00;11:59:59
28/05/2025;108;A41126;2025-05-28 06:56:03;2025-05-28 08:00:35;Gentileza;06:56:03;1;12-15;12:00:00;14:59:59
28/05/2025;108;A41126;2025-05-28 06:56:03;2025-05-28 08:00:35;Gentileza;06:56:03;1;15-18;15:00:00;17:59:59
28/05/2025;108;A41126;2025-05-28 06:56:03;2025-05-28 08:00:35;Gentileza;06:56:03;1;18-21;18:00:00;20:59:59
28/05/2025;108;A41126;2025-05-28 06:56:03;2025-05-28 08:00:35;Gentileza;06:56:03;1;21-00;21:00:00;23:59:59
28/05/2025;108;A41126;2025-05-28 08:03:20;2025-05-28 09:09:40;Gentileza;08:03:20;1;00-03;00:00:00;02:59:59
28/05/2025;108;A41126;2025-05-28 08:03:20;2025-05-28 09:09:40;Gentileza;08:03:20;1;03-06;03:00:00;05:59:59
28/05/2025;108;A41126;2025-05-28 08:03:20;2025-05-28 09:09:40;Gentileza;08:03:20;1;06-09;06:00:00;08:59:59
28/05/2025;108;A41126;2025-05-28 08:03:20;2025-05-28 09:09:40;Gentileza;08:03:20;1;09-12;09:00:00;11:59:59
28/05/2025;108;A41126;2025-05-28 08:03:20;2025-05-28 09:09:40;Gentileza;08:03:20;1;12-15;12:00:00;14:59:59
28/05/2025;108;A41126;2025-05-28 08:03:20;2025-05-28 09:09:40;Gentileza;08:03:20;1;15-18;15:00:00;17:59:59
28/05/2025;108;A41126;2025-05-28 08:03:20;2025-05-28 09:09:40;Gentileza;08:03:20;1;18-21;18:00:00;20:59:59
28/05/2025;108;A41126;2025-05-28 08:03:20;2025-05-28 09:09:40;Gentileza;08:03:20;1;21-00;21:00:00;23:59:59
28/05/2025;108;A41126;2025-05-28 09:29:21;2025-05-28 10:58:02;Gentileza;09:29:21;1;00-03;00:00:00;02:59:59
28/05/2025;108;A41126;2025-05-28 09:29:21;2025-05-28 10:58:02;Gentileza;09:29:21;1;03-06;03:00:00;05:59:59
28/05/2025;108;A41126;2025-05-28 09:29:21;2025-05-28 10:58:02;Gentileza;09:29:21;1;06-09;06:00:00;08:59:59
28/05/2025;108;A41126;2025-05-28 09:29:21;2025-05-28 10:58:02;Gentileza;09:29:21;1;09-12;09:00:00;11:59:59
28/05/2025;108;A41126;2025-05-28 09:29:21;2025-05-28 10:58:02;Gentileza;09:29:21;1;12-15;12:00:00;14:59:59
28/05/2025;108;A41126;2025-05-28 09:29:21;2025-05-28 10:58:02;Gentileza;09:29:21;1;15-18;15:00:00;17:59:59
28/05/2025;108;A41126;2025-05-28 09:29:21;2025-05-28 10:58:02;Gentileza;09:29:21;1;18-21;18:00:00;20:59:59
28/05/2025;108;A41126;2025-05-28 09:29:21;2025-05-28 10:58:02;Gentileza;09:29:21;1;21-00;21:00:00;23:59:59
28/05/2025;108;A41126;2025-05-28 11:01:49;2025-05-28 12:33:34;Gentileza;11:01:49;1;00-03;00:00:00;02:59:59
28/05/2025;108;A41126;2025-05-28 11:01:49;2025-05-28 12:33:34;Gentileza;11:01:49;1;03-06;03:00:00;05:59:59
28/05/2025;108;A41126;2025-05-28 11:01:49;2025-05-28 12:33:34;Gentileza;11:01:49;1;06-09;06:00:00;08:59:59
28/05/2025;108;A41126;2025-05-28 11:01:49;2025-05-28 12:33:34;Gentileza;11:01:49;1;09-12;09:00:00;11:59:59
28/05/2025;108;A41126;2025-05-28 11:01:49;2025-05-28 12:33:34;Gentileza;11:01:49;1;12-15;12:00:00;14:59:59
28/05/2025;108;A41126;2025-05-28 11:01:49;2025-05-28 12:33:34;Gentileza;11:01:49;1;15-18;15:00:00;17:59:59
28/05/2025;108;A41126;2025-05-28 11:01:49;2025-05-28 12:33:34;Gentileza;11:01:49;1;18-21;18:00:00;20:59:59
28/05/2025;108;A41126;2025-05-28 11:01:49;2025-05-28 12:33:34;Gentileza;11:01:49;1;21-00;21:00:00;23:59:59
28/05/2025;108;A41126;2025-05-28 12:47:07;2025-05-28 14:04:28;Gentileza;12:47:07;1;00-03;00:00:00;02:59:59
28/05/2025;108;A41126;2025-05-28 12:47:07;2025-05-28 14:04:28;Gentileza;12:47:07;1;03-06;03:00:00;05:59:59
28/05/2025;108;A41126;2025-05-28 12:47:07;2025-05-28 14:04:28;Gentileza;12:47:07;1;06-09;06:00:00;08:59:59
28/05/2025;108;A41126;2025-05-28 12:47:07;2025-05-28 14:04:28;Gentileza;12:47:07;1;09-12;09:00:00;11:59:59
28/05/2025;108;A41126;2025-05-28 12:47:07;2025-05-28 14:04:28;Gentileza;12:47:07;1;12-15;12:00:00;14:59:59
28/05/2025;108;A41126;2025-05-28 12:47:07;2025-05-28 14:04:28;Gentileza;12:47:07;1;15-18;15:00:00;17:59:59
28/05/2025;108;A41126;2025-05-28 12:47:07;2025-05-28 14:04:28;Gentileza;12:47:07;1;18-21;18:00:00;20:59:59
28/05/2025;108;A41126;2025-05-28 12:47:07;2025-05-28 14:04:28;Gentileza;12:47:07;1;21-00;21:00:00;23:59:59
28/05/2025;108;A41126;2025-05-28 14:07:13;2025-05-28 15:30:11;Gentileza;14:07:13;1;00-03;00:00:00;02:59:59
28/05/2025;108;A41126;2025-05-28 14:07:13;2025-05-28 15:30:11;Gentileza;14:07:13;1;03-06;03:00:00;05:59:59
28/05/2025;108;A41126;2025-05-28 14:07:13;2025-05-28 15:30:11;Gentileza;14:07:13;1;06-09;06:00:00;08:59:59
28/05/2025;108;A41126;2025-05-28 14:07:13;2025-05-28 15:30:11;Gentileza;14:07:13;1;09-12;09:00:00;11:59:59
28/05/2025;108;A41126;2025-05-28 14:07:13;2025-05-28 15:30:11;Gentileza;14:07:13;1;12-15;12:00:00;14:59:59
28/05/2025;108;A41126;2025-05-28 14:07:13;2025-05-28 15:30:11;Gentileza;14:07:13;1;15-18;15:00:00;17:59:59
28/05/2025;108;A41126;2025-05-28 14:07:13;2025-05-28 15:30:11;Gentileza;14:07:13;1;18-21;18:00:00;20:59:59
28/05/2025;108;A41126;2025-05-28 14:07:13;2025-05-28 15:30:11;Gentileza;14:07:13;1;21-00;21:00:00;23:59:59
28/05/2025;108;A41126;2025-05-28 15:40:08;2025-05-28 16:34:55;Gentileza;15:40:08;1;00-03;00:00:00;02:59:59
28/05/2025;108;A41126;2025-05-28 15:40:08;2025-05-28 16:34:55;Gentileza;15:40:08;1;03-06;03:00:00;05:59:59
28/05/2025;108;A41126;2025-05-28 15:40:08;2025-05-28 16:34:55;Gentileza;15:40:08;1;06-09;06:00:00;08:59:59
28/05/2025;108;A41126;2025-05-28 15:40:08;2025-05-28 16:34:55;Gentileza;15:40:08;1;09-12;09:00:00;11:59:59
28/05/2025;108;A41126;2025-05-28 15:40:08;2025-05-28 16:34:55;Gentileza;15:40:08;1;12-15;12:00:00;14:59:59
28/05/2025;108;A41126;2025-05-28 15:40:08;2025-05-28 16:34:55;Gentileza;15:40:08;1;15-18;15:00:00;17:59:59
28/05/2025;108;A41126;2025-05-28 15:40:08;2025-05-28 16:34:55;Gentileza;15:40:08;1;18-21;18:00:00;20:59:59
28/05/2025;108;A41126;2025-05-28 15:40:08;2025-05-28 16:34:55;Gentileza;15:40:08;1;21-00;21:00:00;23:59:59
28/05/2025;108;A41126;2025-05-28 17:00:16;2025-05-28 18:35:40;Gentileza;17:00:16;1;00-03;00:00:00;02:59:59
28/05/2025;108;A41126;2025-05-28 17:00:16;2025-05-28 18:35:40;Gentileza;17:00:16;1;03-06;03:00:00;05:59:59
28/05/2025;108;A41126;2025-05-28 17:00:16;2025-05-28 18:35:40;Gentileza;17:00:16;1;06-09;06:00:00;08:59:59
28/05/2025;108;A41126;2025-05-28 17:00:16;2025-05-28 18:35:40;Gentileza;17:00:16;1;09-12;09:00:00;11:59:59
28/05/2025;108;A41126;2025-05-28 17:00:16;2025-05-28 18:35:40;Gentileza;17:00:16;1;12-15;12:00:00;14:59:59
28/05/2025;108;A41126;2025-05-28 17:00:16;2025-05-28 18:35:40;Gentileza;17:00:16;1;15-18;15:00:00;17:59:59
28/05/2025;108;A41126;2025-05-28 17:00:16;2025-05-28 18:35:40;Gentileza;17:00:16;1;18-21;18:00:00;20:59:59
28/05/2025;108;A41126;2025-05-28 17:00:16;2025-05-28 18:35:40;Gentileza;17:00:16;1;21-00;21:00:00;23:59:59
28/05/2025;108;A41126;2025-05-28 18:53:30;2025-05-28 19:56:58;Gentileza;18:53:30;1;00-03;00:00:00;02:59:59
28/05/2025;108;A41126;2025-05-28 18:53:30;2025-05-28 19:56:58;Gentileza;18:53:30;1;03-06;03:00:00;05:59:59
28/05/2025;108;A41126;2025-05-28 18:53:30;2025-05-28 19:56:58;Gentileza;18:53:30;1;06-09;06:00:00;08:59:59
28/05/2025;108;A41126;2025-05-28 18:53:30;2025-05-28 19:56:58;Gentileza;18:53:30;1;09-12;09:00:00;11:59:59
28/05/2025;108;A41126;2025-05-28 18:53:30;2025-05-28 19:56:58;Gentileza;18:53:30;1;12-15;12:00:00;14:59:59
28/05/2025;108;A41126;2025-05-28 18:53:30;2025-05-28 19:56:58;Gentileza;18:53:30;1;15-18;15:00:00;17:59:59
28/05/2025;108;A41126;2025-05-28 18:53:30;2025-05-28 19:56:58;Gentileza;18:53:30;1;18-21;18:00:00;20:59:59
28/05/2025;108;A41126;2025-05-28 18:53:30;2025-05-28 19:56:58;Gentileza;18:53:30;1;21-00;21:00:00;23:59:59
28/05/2025;108;A41126;2025-05-28 19:59:12;2025-05-28 20:58:06;Gentileza;19:59:12;1;00-03;00:00:00;02:59:59
28/05/2025;108;A41126;2025-05-28 19:59:12;2025-05-28 20:58:06;Gentileza;19:59:12;1;03-06;03:00:00;05:59:59
28/05/2025;108;A41126;2025-05-28 19:59:12;2025-05-28 20:58:06;Gentileza;19:59:12;1;06-09;06:00:00;08:59:59
28/05/2025;108;A41126;2025-05-28 19:59:12;2025-05-28 20:58:06;Gentileza;19:59:12;1;09-12;09:00:00;11:59:59
28/05/2025;108;A41126;2025-05-28 19:59:12;2025-05-28 20:58:06;Gentileza;19:59:12;1;12-15;12:00:00;14:59:59
28/05/2025;108;A41126;2025-05-28 19:59:12;2025-05-28 20:58:06;Gentileza;19:59:12;1;15-18;15:00:00;17:59:59
28/05/2025;108;A41126;2025-05-28 19:59:12;2025-05-28 20:58:06;Gentileza;19:59:12;1;18-21;18:00:00;20:59:59
28/05/2025;108;A41126;2025-05-28 19:59:12;2025-05-28 20:58:06;Gentileza;19:59:12;1;21-00;21:00:00;23:59:59
28/05/2025;108;A41126;2025-05-28 21:22:26;;Gentileza;21:22:26;1;00-03;00:00:00;02:59:59
28/05/2025;108;A41126;2025-05-28 21:22:26;;Gentileza;21:22:26;1;03-06;03:00:00;05:59:59
28/05/2025;108;A41126;2025-05-28 21:22:26;;Gentileza;21:22:26;1;06-09;06:00:00;08:59:59
28/05/2025;108;A41126;2025-05-28 21:22:26;;Gentileza;21:22:26;1;09-12;09:00:00;11:59:59
28/05/2025;108;A41126;2025-05-28 21:22:26;;Gentileza;21:22:26;1;12-15;12:00:00;14:59:59
28/05/2025;108;A41126;2025-05-28 21:22:26;;Gentileza;21:22:26;1;15-18;15:00:00;17:59:59
28/05/2025;108;A41126;2025-05-28 21:22:26;;Gentileza;21:22:26;1;18-21;18:00:00;20:59:59
28/05/2025;108;A41126;2025-05-28 21:22:26;;Gentileza;21:22:26;1;21-00;21:00:00;23:59:59
28/05/2025;108;A41140;2025-05-28 04:30:45;2025-05-28 04:55:12;Gentileza;04:30:45;1;00-03;00:00:00;02:59:59
28/05/2025;108;A41140;2025-05-28 04:30:45;2025-05-28 04:55:12;Gentileza;04:30:45;1;03-06;03:00:00;05:59:59
28/05/2025;108;A41140;2025-05-28 04:30:45;2025-05-28 04:55:12;Gentileza;04:30:45;1;06-09;06:00:00;08:59:59
28/05/2025;108;A41140;2025-05-28 04:30:45;2025-05-28 04:55:12;Gentileza;04:30:45;1;09-12;09:00:00;11:59:59
28/05/2025;108;A41140;2025-05-28 04:30:45;2025-05-28 04:55:12;Gentileza;04:30:45;1;12-15;12:00:00;14:59:59
28/05/2025;108;A41140;2025-05-28 04:30:45;2025-05-28 04:55:12;Gentileza;04:30:45;1;15-18;15:00:00;17:59:59
28/05/2025;108;A41140;2025-05-28 04:30:45;2025-05-28 04:55:12;Gentileza;04:30:45;1;18-21;18:00:00;20:59:59
28/05/2025;108;A41140;2025-05-28 04:30:45;2025-05-28 04:55:12;Gentileza;04:30:45;1;21-00;21:00:00;23:59:59
28/05/2025;108;A41140;2025-05-28 04:55:23;2025-05-28 05:17:17;Gentileza;04:55:23;1;00-03;00:00:00;02:59:59
28/05/2025;108;A41140;2025-05-28 04:55:23;2025-05-28 05:17:17;Gentileza;04:55:23;1;03-06;03:00:00;05:59:59
28/05/2025;108;A41140;2025-05-28 04:55:23;2025-05-28 05:17:17;Gentileza;04:55:23;1;06-09;06:00:00;08:59:59
28/05/2025;108;A41140;2025-05-28 04:55:23;2025-05-28 05:17:17;Gentileza;04:55:23;1;09-12;09:00:00;11:59:59
28/05/2025;108;A41140;2025-05-28 04:55:23;2025-05-28 05:17:17;Gentileza;04:55:23;1;12-15;12:00:00;14:59:59
28/05/2025;108;A41140;2025-05-28 04:55:23;2025-05-28 05:17:17;Gentileza;04:55:23;1;15-18;15:00:00;17:59:59
28/05/2025;108;A41140;2025-05-28 04:55:23;2025-05-28 05:17:17;Gentileza;04:55:23;1;18-21;18:00:00;20:59:59
28/05/2025;108;A41140;2025-05-28 04:55:23;2025-05-28 05:17:17;Gentileza;04:55:23;1;21-00;21:00:00;23:59:59
28/05/2025;108;A41140;2025-05-28 05:29:49;2025-05-28 06:03:31;Gentileza;05:29:49;1;00-03;00:00:00;02:59:59
28/05/2025;108;A41140;2025-05-28 05:29:49;2025-05-28 06:03:31;Gentileza;05:29:49;1;03-06;03:00:00;05:59:59
28/05/2025;108;A41140;2025-05-28 05:29:49;2025-05-28 06:03:31;Gentileza;05:29:49;1;06-09;06:00:00;08:59:59
28/05/2025;108;A41140;2025-05-28 05:29:49;2025-05-28 06:03:31;Gentileza;05:29:49;1;09-12;09:00:00;11:59:59
28/05/2025;108;A41140;2025-05-28 05:29:49;2025-05-28 06:03:31;Gentileza;05:29:49;1;12-15;12:00:00;14:59:59
28/05/2025;108;A41140;2025-05-28 05:29:49;2025-05-28 06:03:31;Gentileza;05:29:49;1;15-18;15:00:00;17:59:59
28/05/2025;108;A41140;2025-05-28 05:29:49;2025-05-28 06:03:31;Gentileza;05:29:49;1;18-21;18:00:00;20:59:59
28/05/2025;108;A41140;2025-05-28 05:29:49;2025-05-28 06:03:31;Gentileza;05:29:49;1;21-00;21:00:00;23:59:59
28/05/2025;108;A41140;2025-05-28 06:09:51;2025-05-28 06:54:20;Gentileza;06:09:51;1;00-03;00:00:00;02:59:59
28/05/2025;108;A41140;2025-05-28 06:09:51;2025-05-28 06:54:20;Gentileza;06:09:51;1;03-06;03:00:00;05:59:59
28/05/2025;108;A41140;2025-05-28 06:09:51;2025-05-28 06:54:20;Gentileza;06:09:51;1;06-09;06:00:00;08:59:59
28/05/2025;108;A41140;2025-05-28 06:09:51;2025-05-28 06:54:20;Gentileza;06:09:51;1;09-12;09:00:00;11:59:59
28/05/2025;108;A41140;2025-05-28 06:09:51;2025-05-28 06:54:20;Gentileza;06:09:51;1;12-15;12:00:00;14:59:59
28/05/2025;108;A41140;2025-05-28 06:09:51;2025-05-28 06:54:20;Gentileza;06:09:51;1;15-18;15:00:00;17:59:59
28/05/2025;108;A41140;2025-05-28 06:09:51;2025-05-28 06:54:20;Gentileza;06:09:51;1;18-21;18:00:00;20:59:59
28/05/2025;108;A41140;2025-05-28 06:09:51;2025-05-28 06:54:20;Gentileza;06:09:51;1;21-00;21:00:00;23:59:59
28/05/2025;108;A41140;2025-05-28 07:15:04;2025-05-28 08:13:55;Gentileza;07:15:04;1;00-03;00:00:00;02:59:59
28/05/2025;108;A41140;2025-05-28 07:15:04;2025-05-28 08:13:55;Gentileza;07:15:04;1;03-06;03:00:00;05:59:59
28/05/2025;108;A41140;2025-05-28 07:15:04;2025-05-28 08:13:55;Gentileza;07:15:04;1;06-09;06:00:00;08:59:59
28/05/2025;108;A41140;2025-05-28 07:15:04;2025-05-28 08:13:55;Gentileza;07:15:04;1;09-12;09:00:00;11:59:59
28/05/2025;108;A41140;2025-05-28 07:15:04;2025-05-28 08:13:55;Gentileza;07:15:04;1;12-15;12:00:00;14:59:59
28/05/2025;108;A41140;2025-05-28 07:15:04;2025-05-28 08:13:55;Gentileza;07:15:04;1;15-18;15:00:00;17:59:59
28/05/2025;108;A41140;2025-05-28 07:15:04;2025-05-28 08:13:55;Gentileza;07:15:04;1;18-21;18:00:00;20:59:59
28/05/2025;108;A41140;2025-05-28 07:15:04;2025-05-28 08:13:55;Gentileza;07:15:04;1;21-00;21:00:00;23:59:59
28/05/2025;108;A41140;2025-05-28 12:17:31;2025-05-28 13:33:52;Gentileza;12:17:31;1;00-03;00:00:00;02:59:59
28/05/2025;108;A41140;2025-05-28 12:17:31;2025-05-28 13:33:52;Gentileza;12:17:31;1;03-06;03:00:00;05:59:59
28/05/2025;108;A41140;2025-05-28 12:17:31;2025-05-28 13:33:52;Gentileza;12:17:31;1;06-09;06:00:00;08:59:59
28/05/2025;108;A41140;2025-05-28 12:17:31;2025-05-28 13:33:52;Gentileza;12:17:31;1;09-12;09:00:00;11:59:59
28/05/2025;108;A41140;2025-05-28 12:17:31;2025-05-28 13:33:52;Gentileza;12:17:31;1;12-15;12:00:00;14:59:59
28/05/2025;108;A41140;2025-05-28 12:17:31;2025-05-28 13:33:52;Gentileza;12:17:31;1;15-18;15:00:00;17:59:59
28/05/2025;108;A41140;2025-05-28 12:17:31;2025-05-28 13:33:52;Gentileza;12:17:31;1;18-21;18:00:00;20:59:59
28/05/2025;108;A41140;2025-05-28 12:17:31;2025-05-28 13:33:52;Gentileza;12:17:31;1;21-00;21:00:00;23:59:59
28/05/2025;108;A41140;2025-05-28 13:36:06;2025-05-28 15:11:53;Gentileza;13:36:06;1;00-03;00:00:00;02:59:59
28/05/2025;108;A41140;2025-05-28 13:36:06;2025-05-28 15:11:53;Gentileza;13:36:06;1;03-06;03:00:00;05:59:59
28/05/2025;108;A41140;2025-05-28 13:36:06;2025-05-28 15:11:53;Gentileza;13:36:06;1;06-09;06:00:00;08:59:59
28/05/2025;108;A41140;2025-05-28 13:36:06;2025-05-28 15:11:53;Gentileza;13:36:06;1;09-12;09:00:00;11:59:59
28/05/2025;108;A41140;2025-05-28 13:36:06;2025-05-28 15:11:53;Gentileza;13:36:06;1;12-15;12:00:00;14:59:59
28/05/2025;108;A41140;2025-05-28 13:36:06;2025-05-28 15:11:53;Gentileza;13:36:06;1;15-18;15:00:00;17:59:59
28/05/2025;108;A41140;2025-05-28 13:36:06;2025-05-28 15:11:53;Gentileza;13:36:06;1;18-21;18:00:00;20:59:59
28/05/2025;108;A41140;2025-05-28 13:36:06;2025-05-28 15:11:53;Gentileza;13:36:06;1;21-00;21:00:00;23:59:59
28/05/2025;108;A41140;2025-05-28 15:21:19;2025-05-28 16:26:22;Gentileza;15:21:19;1;00-03;00:00:00;02:59:59
28/05/2025;108;A41140;2025-05-28 15:21:19;2025-05-28 16:26:22;Gentileza;15:21:19;1;03-06;03:00:00;05:59:59
28/05/2025;108;A41140;2025-05-28 15:21:19;2025-05-28 16:26:22;Gentileza;15:21:19;1;06-09;06:00:00;08:59:59
28/05/2025;108;A41140;2025-05-28 15:21:19;2025-05-28 16:26:22;Gentileza;15:21:19;1;09-12;09:00:00;11:59:59
28/05/2025;108;A41140;2025-05-28 15:21:19;2025-05-28 16:26:22;Gentileza;15:21:19;1;12-15;12:00:00;14:59:59
28/05/2025;108;A41140;2025-05-28 15:21:19;2025-05-28 16:26:22;Gentileza;15:21:19;1;15-18;15:00:00;17:59:59
28/05/2025;108;A41140;2025-05-28 15:21:19;2025-05-28 16:26:22;Gentileza;15:21:19;1;18-21;18:00:00;20:59:59
28/05/2025;108;A41140;2025-05-28 15:21:19;2025-05-28 16:26:22;Gentileza;15:21:19;1;21-00;21:00:00;23:59:59
28/05/2025;108;A41140;2025-05-28 16:39:22;2025-05-28 18:13:09;Gentileza;16:39:22;1;00-03;00:00:00;02:59:59
28/05/2025;108;A41140;2025-05-28 16:39:22;2025-05-28 18:13:09;Gentileza;16:39:22;1;03-06;03:00:00;05:59:59
28/05/2025;108;A41140;2025-05-28 16:39:22;2025-05-28 18:13:09;Gentileza;16:39:22;1;06-09;06:00:00;08:59:59
28/05/2025;108;A41140;2025-05-28 16:39:22;2025-05-28 18:13:09;Gentileza;16:39:22;1;09-12;09:00:00;11:59:59
28/05/2025;108;A41140;2025-05-28 16:39:22;2025-05-28 18:13:09;Gentileza;16:39:22;1;12-15;12:00:00;14:59:59
28/05/2025;108;A41140;2025-05-28 16:39:22;2025-05-28 18:13:09;Gentileza;16:39:22;1;15-18;15:00:00;17:59:59
28/05/2025;108;A41140;2025-05-28 16:39:22;2025-05-28 18:13:09;Gentileza;16:39:22;1;18-21;18:00:00;20:59:59
28/05/2025;108;A41140;2025-05-28 16:39:22;2025-05-28 18:13:09;Gentileza;16:39:22;1;21-00;21:00:00;23:59:59
28/05/2025;108;A41140;2025-05-28 18:25:40;2025-05-28 19:23:58;Gentileza;18:25:40;1;00-03;00:00:00;02:59:59
28/05/2025;108;A41140;2025-05-28 18:25:40;2025-05-28 19:23:58;Gentileza;18:25:40;1;03-06;03:00:00;05:59:59
28/05/2025;108;A41140;2025-05-28 18:25:40;2025-05-28 19:23:58;Gentileza;18:25:40;1;06-09;06:00:00;08:59:59
28/05/2025;108;A41140;2025-05-28 18:25:40;2025-05-28 19:23:58;Gentileza;18:25:40;1;09-12;09:00:00;11:59:59
28/05/2025;108;A41140;2025-05-28 18:25:40;2025-05-28 19:23:58;Gentileza;18:25:40;1;12-15;12:00:00;14:59:59
28/05/2025;108;A41140;2025-05-28 18:25:40;2025-05-28 19:23:58;Gentileza;18:25:40;1;15-18;15:00:00;17:59:59
28/05/2025;108;A41140;2025-05-28 18:25:40;2025-05-28 19:23:58;Gentileza;18:25:40;1;18-21;18:00:00;20:59:59
28/05/2025;108;A41140;2025-05-28 18:25:40;2025-05-28 19:23:58;Gentileza;18:25:40;1;21-00;21:00:00;23:59:59
28/05/2025;108;A41140;2025-05-28 19:41:05;2025-05-28 20:43:01;Gentileza;19:41:05;1;00-03;00:00:00;02:59:59
28/05/2025;108;A41140;2025-05-28 19:41:05;2025-05-28 20:43:01;Gentileza;19:41:05;1;03-06;03:00:00;05:59:59
28/05/2025;108;A41140;2025-05-28 19:41:05;2025-05-28 20:43:01;Gentileza;19:41:05;1;06-09;06:00:00;08:59:59
28/05/2025;108;A41140;2025-05-28 19:41:05;2025-05-28 20:43:01;Gentileza;19:41:05;1;09-12;09:00:00;11:59:59
28/05/2025;108;A41140;2025-05-28 19:41:05;2025-05-28 20:43:01;Gentileza;19:41:05;1;12-15;12:00:00;14:59:59
28/05/2025;108;A41140;2025-05-28 19:41:05;2025-05-28 20:43:01;Gentileza;19:41:05;1;15-18;15:00:00;17:59:59
28/05/2025;108;A41140;2025-05-28 19:41:05;2025-05-28 20:43:01;Gentileza;19:41:05;1;18-21;18:00:00;20:59:59
28/05/2025;108;A41140;2025-05-28 19:41:05;2025-05-28 20:43:01;Gentileza;19:41:05;1;21-00;21:00:00;23:59:59
28/05/2025;108;A41142;2025-05-28 06:02:08;2025-05-28 06:53:18;Gentileza;06:02:08;1;00-03;00:00:00;02:59:59
28/05/2025;108;A41142;2025-05-28 06:02:08;2025-05-28 06:53:18;Gentileza;06:02:08;1;03-06;03:00:00;05:59:59
28/05/2025;108;A41142;2025-05-28 06:02:08;2025-05-28 06:53:18;Gentileza;06:02:08;1;06-09;06:00:00;08:59:59
28/05/2025;108;A41142;2025-05-28 06:02:08;2025-05-28 06:53:18;Gentileza;06:02:08;1;09-12;09:00:00;11:59:59
28/05/2025;108;A41142;2025-05-28 06:02:08;2025-05-28 06:53:18;Gentileza;06:02:08;1;12-15;12:00:00;14:59:59
28/05/2025;108;A41142;2025-05-28 06:02:08;2025-05-28 06:53:18;Gentileza;06:02:08;1;15-18;15:00:00;17:59:59
28/05/2025;108;A41142;2025-05-28 06:02:08;2025-05-28 06:53:18;Gentileza;06:02:08;1;18-21;18:00:00;20:59:59
28/05/2025;108;A41142;2025-05-28 06:02:08;2025-05-28 06:53:18;Gentileza;06:02:08;1;21-00;21:00:00;23:59:59
28/05/2025;108;A41142;2025-05-28 06:59:28;2025-05-28 08:07:33;Gentileza;06:59:28;1;00-03;00:00:00;02:59:59
28/05/2025;108;A41142;2025-05-28 06:59:28;2025-05-28 08:07:33;Gentileza;06:59:28;1;03-06;03:00:00;05:59:59
28/05/2025;108;A41142;2025-05-28 06:59:28;2025-05-28 08:07:33;Gentileza;06:59:28;1;06-09;06:00:00;08:59:59
